"1",1.000000,1.000000
"2",1.000000,1.000000
"3",1.000000,1.000000
"4",1.000000,1.000000
"5",1.000000,1.000000
"6",1.000000,1.000000
"7",0.999984,0.999973
"8",0.999988,0.999995
"9",0.999969,0.999992
"1",1.000000,1.000000
"2",1.014069,1.014070
"3",1.016245,1.016219
"4",1.038188,1.029452
"5",1.000927,1.000747
"6",1.000015,1.000012
"7",0.999985,0.999973
"8",0.999988,0.999995
"9",0.999969,0.999992
"1",1.000000,1.000000
"2",1.014069,1.014070
"3",1.014063,1.014069
"4",1.016314,1.016338
"5",1.037215,1.030555
"6",1.000872,1.000716
"7",0.999998,0.999984
"8",0.999988,0.999995
"9",0.999969,0.999992
"1",1.000000,1.000000
"2",1.014069,1.014070
"3",1.014063,1.014069
"4",1.014069,1.014064
"5",1.016324,1.016327
"6",1.037213,1.030557
"7",1.000855,1.000688
"8",1.000001,1.000007
"9",0.999970,0.999992
"1",1.000000,1.000000
"2",1.014069,1.014070
"3",1.014063,1.014069
"4",1.014069,1.014064
"5",1.014069,1.014064
"6",1.016325,1.016327
"7",1.037220,1.030558
"8",1.000858,1.000710
"9",0.999983,1.000003
"1",1.000000,1.000000
"2",1.014069,1.014070
"3",1.014063,1.014069
"4",1.014069,1.014064
"5",1.014069,1.014064
"6",1.014071,1.014063
"7",1.016261,1.016273
"8",1.034088,1.028131
"9",1.000831,1.000698
"1",1.000000,1.000000
"2",1.014069,1.014070
"3",1.014063,1.014069
"4",1.014069,1.014064
"5",1.014069,1.014064
"6",1.014071,1.014063
"7",1.014040,1.014049
"8",1.015764,1.018154
"9",1.001797,0.999728
"1",1.000000,1.000000
"2",1.014069,1.014070
"3",1.014063,1.014069
"4",1.014069,1.014064
"5",1.014069,1.014064
"6",1.014071,1.014063
"7",1.014040,1.014049
"8",1.014055,1.014062
"9",1.017306,1.016653
"1",1.000000,1.000000
"2",1.014069,1.014070
"3",1.014063,1.014069
"4",1.014069,1.014064
"5",1.014069,1.014064
"6",1.014071,1.014063
"7",1.014040,1.014049
"8",1.014055,1.014062
"9",1.014045,1.014059
"1",1.000000,1.000000
"2",1.014069,1.014070
"3",1.014063,1.014069
"4",1.014069,1.014064
"5",1.014069,1.014064
"6",1.014071,1.014063
"7",1.014040,1.014049
"8",1.014055,1.014062
"9",1.014045,1.014059
