"1",1.000000,1.000000
"2",1.093843,1.093843
"3",1.160436,1.160436
"4",1.206622,1.206622
"5",1.238181,1.238181
"6",1.259534,1.259534
"7",1.273889,1.273889
"8",1.283499,1.283499
"9",1.289914,1.289914
"1",1.000000,1.000000
"2",1.093843,1.093843
"3",1.134392,1.134392
"4",1.207788,1.207788
"5",1.324262,1.324261
"6",1.498201,1.498201
"7",1.747651,1.747651
"8",2.093187,2.093187
"9",2.556261,2.556261
"1",1.000000,1.000000
"2",1.093843,1.093843
"3",1.160436,1.160436
"4",1.179628,1.179628
"5",1.239474,1.239474
"6",1.347171,1.347171
"7",1.515284,1.515284
"8",1.760727,1.760727
"9",2.103379,2.103379
"1",1.000000,1.000000
"2",1.093843,1.093843
"3",1.160436,1.160436
"4",1.206622,1.206622
"5",1.210543,1.210543
"6",1.260917,1.260917
"7",1.362574,1.362574
"8",1.526718,1.526718
"9",1.769455,1.769455
"1",1.000000,1.000000
"2",1.093843,1.093843
"3",1.160436,1.160436
"4",1.206622,1.206622
"5",1.238181,1.238181
"6",1.231464,1.231464
"7",1.275334,1.275334
"8",1.372885,1.372885
"9",1.534350,1.534351
"1",1.000000,1.000000
"2",1.093843,1.093843
"3",1.160436,1.160436
"4",1.206622,1.206622
"5",1.238181,1.238181
"6",1.259534,1.259534
"7",1.245529,1.245529
"8",1.284985,1.284985
"9",1.379768,1.379768
"1",1.000000,1.000000
"2",1.093843,1.093843
"3",1.160436,1.160436
"4",1.206622,1.206622
"5",1.238181,1.238181
"6",1.259534,1.259534
"7",1.273889,1.273889
"8",1.254946,1.254946
"9",1.291429,1.291429
"1",1.000000,1.000000
"2",1.093843,1.093843
"3",1.160436,1.160436
"4",1.206622,1.206622
"5",1.238181,1.238181
"6",1.259534,1.259534
"7",1.273889,1.273889
"8",1.283499,1.283499
"9",1.261232,1.261232
"1",1.000000,1.000000
"2",1.093843,1.093843
"3",1.160436,1.160436
"4",1.206622,1.206622
"5",1.238181,1.238181
"6",1.259534,1.259534
"7",1.273889,1.273889
"8",1.283499,1.283499
"9",1.289914,1.289914
"1",1.000000,1.000000
"2",1.093843,1.093843
"3",1.160436,1.160436
"4",1.206622,1.206622
"5",1.238181,1.238181
"6",1.259534,1.259534
"7",1.273889,1.273889
"8",1.283499,1.283499
"9",1.289914,1.289914
